db,table,column,type,length,precision,scale,nullable,padded
dbo,ToolAtLocation,LocationID,int,4,10,0,0,0
dbo,ToolAtLocation,ToolID,int,4,10,0,0,0
dbo,ToolAtLocation,FromDT,datetime,8,23,3,0,0
dbo,ToolAtLocation,ToDT,datetime,8,23,3,0,0
dbo,ToolAtLocation,IsEdited,tinyint,1,3,0,0,0
dbo,ToolAtLocation,RevisionNo,tinyint,1,3,0,0,0
dbo,ToolAtLocation,EditedToolAtLocationID,int,4,10,0,1,0
dbo,ToolAtLocation,MovedByLoginID,smallint,2,5,0,0,0
dbo,ToolAtLocation,ModifiedDT,datetime,8,23,3,0,0
dbo,ToolAtLocation,Reference1,nvarchar,508,0,0,1,1
dbo,ToolAtLocation,Reference2,nvarchar,508,0,0,1,1
dbo,ToolAtLocation,Reference3,nvarchar,508,0,0,1,1
dbo,ToolCavity,ToolCavityID,int,4,10,0,0,0
dbo,ToolCavity,CavityNumber,tinyint,1,3,0,0,0
dbo,ToolCavity,CavityName,nvarchar,508,0,0,1,1
dbo,ToolCavity,ToolID,int,4,10,0,0,0
dbo,ToolCavityStateReason,ToolCavityStateReasonID,smallint,2,5,0,0,0
dbo,ToolCavityStateReason,ToolTypeID,smallint,2,5,0,0,0
dbo,ToolCavityStateReason,ToolCavityStateReason,nvarchar,508,0,0,0,1
dbo,ToolCavityStateReason,Description,nvarchar,508,0,0,1,1
dbo,ToolCavityStateReason,CavityStatusCode,nvarchar,100,0,0,1,1
dbo,ToolChangeReason,ToolChangeReasonID,smallint,2,5,0,0,0
dbo,ToolChangeReason,ToolTypeID,smallint,2,5,0,0,0
dbo,ToolChangeReason,ChangeReason,nvarchar,508,0,0,0,1
dbo,ToolChangeReason,Description,nvarchar,508,0,0,1,1
dbo,ToolChangeReason,ChangeToRfToolStatusID,tinyint,1,3,0,1,0
dbo,ToolGroup,ToolGroupID,smallint,2,5,0,0,0
dbo,ToolGroup,ToolGroup,nvarchar,508,0,0,0,1
dbo,ToolGroup,Description,nvarchar,508,0,0,1,1
dbo,ToolGroup,ToolGroupCode,nvarchar,508,0,0,1,1
dbo,ToolState,ToolStateID,int,4,10,0,0,0
dbo,ToolState,ToolID,int,4,10,0,0,0
dbo,ToolState,FromDT,datetime,8,23,3,0,0
dbo,ToolState,ToDT,datetime,8,23,3,0,0
dbo,ToolState,RfToolStatusID,tinyint,1,3,0,1,0
dbo,ToolState,LoginID,smallint,2,5,0,0,0
dbo,ToolState,Comments,nvarchar,100,0,0,1,1
dbo,ToolState,OpenedDT,datetime,8,23,3,0,0
dbo,ToolState,SavedDT,datetime,8,23,3,0,0
dbo,ToolState,IsEdited,tinyint,1,3,0,0,0
dbo,ToolState,RevisionNo,tinyint,1,3,0,0,0
dbo,ToolType,ToolTypeID,smallint,2,5,0,0,0
dbo,ToolType,ToolType,nvarchar,508,0,0,0,1
dbo,ToolType,ToolTypeCode,nvarchar,100,0,0,1,1
dbo,ToolType,Description,nvarchar,508,0,0,1,1
dbo,ToolType,Variant1TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant2TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant3TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant4TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant5TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant6TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant7TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant8TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant9TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant10TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant11TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant12TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant13TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant14TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant15TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant16TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant17TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant18TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant19TagListID,smallint,2,5,0,1,0
dbo,ToolType,Variant20TagListID,smallint,2,5,0,1,0
dbo,ToolUsage,ToolUsageID,int,4,10,0,0,0
dbo,ToolUsage,JobID,int,4,10,0,0,0
dbo,ToolUsage,MachineStageID,smallint,2,5,0,0,0
dbo,ToolUsage,ToolID,int,4,10,0,0,0
dbo,ToolUsage,FromDT,datetime,8,23,3,0,0
dbo,ToolUsage,ToDT,datetime,8,23,3,0,0
dbo,ToolUsage,ToolPosition,nvarchar,508,0,0,1,1
dbo,ToolUsage,ToolChangeReasonID,smallint,2,5,0,0,0
dbo,ToolUsage,IsEdited,tinyint,1,3,0,0,0
dbo,ToolUsage,RevisionNo,tinyint,1,3,0,0,0
dbo,ToolUsage,OperationID,int,4,10,0,1,0
dbo,ToolUsage_,ToolUsageID,int,4,10,0,0,0
dbo,ToolUsage_,StartUsingComments,nvarchar,508,0,0,1,1
dbo,ToolUsage_,ToolChangeComments,nvarchar,508,0,0,1,1
dbo,ToolUsage_,StartLoginID,smallint,2,5,0,0,0
dbo,ToolUsage_,ChangeLoginID,smallint,2,5,0,0,0
dbo,ToolUsage_,OpenedStartDT,datetime,8,23,3,0,0
dbo,ToolUsage_,OpenedChangeDT,datetime,8,23,3,0,0
dbo,ToolUsage_,SavedStartDT,datetime,8,23,3,0,0
dbo,ToolUsage_,SavedChangeDT,datetime,8,23,3,0,0
dbo,ToolUsage_,OriginalLoginID,smallint,2,5,0,0,0
dbo,ToolUsage_,EditedToolUsageID,int,4,10,0,1,0
dbo,ToolUsage_,Reference1,nvarchar,508,0,0,1,1
dbo,ToolUsage_,Reference2,nvarchar,508,0,0,1,1
dbo,ToolUsage_,Reference3,nvarchar,508,0,0,1,1
dbo,ToolUsage_,Reference4,nvarchar,508,0,0,1,1
dbo,ToolUsage_,Reference5,nvarchar,508,0,0,1,1
dbo,Unit,UnitID,smallint,2,5,0,0,0
dbo,Unit,Unit,nvarchar,40,0,0,0,1
dbo,Unit,Description,nvarchar,508,0,0,1,1
dbo,UnitConversion,FromUnitID,smallint,2,5,0,0,0
dbo,UnitConversion,ToUnitID,smallint,2,5,0,0,0
dbo,UnitConversion,Multiplier,float,8,53,0,0,0
dbo,UnitConversion,UnitConversionID,int,4,10,0,0,0
dbo,UnitCount,UnitCountID,int,4,10,0,0,0
dbo,UnitCount,UnitCountTypeID,smallint,2,5,0,0,0
dbo,UnitCount,PartID,int,4,10,0,0,0
dbo,UnitCount,Quantity,float,8,53,0,0,0
dbo,UnitCount,UnitID,smallint,2,5,0,0,0
dbo,UnitCount,DT,datetime,8,23,3,0,0
dbo,UnitCount,MachineStageID,smallint,2,5,0,0,0
dbo,UnitCount,IsEdited,tinyint,1,3,0,0,0
dbo,UnitCount,RevisionNo,tinyint,1,3,0,0,0
dbo,UnitCount_,UnitCountID,int,4,10,0,0,0
dbo,UnitCount_,CollectionQuantity,float,8,53,0,0,0
dbo,UnitCount_,CollectionUnitID,smallint,2,5,0,0,0
dbo,UnitCount_,Comments,nvarchar,1024,0,0,1,1
dbo,UnitCount_,LoginID,smallint,2,5,0,0,0
dbo,UnitCount_,OpenedDT,datetime,8,23,3,0,0
dbo,UnitCount_,SavedDT,datetime,8,23,3,0,0
dbo,UnitCount_,OriginalLoginID,smallint,2,5,0,0,0
dbo,UnitCount_,EditedUnitCountID,int,4,10,0,1,0
dbo,UnitCount_,Reference1,nvarchar,508,0,0,1,1
dbo,UnitCount_,Reference2,nvarchar,508,0,0,1,1
dbo,UnitCount_,Reference3,nvarchar,508,0,0,1,1
dbo,UnitCount_,Reference4,nvarchar,508,0,0,1,1
dbo,UnitCount_,Reference5,nvarchar,508,0,0,1,1
dbo,UnitCountType,UnitCountTypeID,smallint,2,5,0,0,0
dbo,UnitCountType,UnitCountType,nvarchar,100,0,0,0,1
dbo,UnitCountType,Description,nvarchar,508,0,0,1,1
dbo,UnitCountType,MachineStageTypeID,smallint,2,5,0,0,0
dbo,UnitCountType,DefaultUnitID,smallint,2,5,0,0,0
dbo,UnitCountType,IsQuantityIn,tinyint,1,3,0,0,0
dbo,UnitCountType,IsQuantityOut,tinyint,1,3,0,0,0
dbo,UnitCountType,IsMaintenanceCount,tinyint,1,3,0,0,0
dbo,UnitCountType,IsConvertableToBaseUnits,tinyint,1,3,0,0,0
dbo,UnitCountType,AssetCountTypeID,smallint,2,5,0,1,0
dbo,UnitCountTypeGroup,UnitCountTypeGroupID,smallint,2,5,0,0,0
dbo,UnitCountTypeGroup,UnitCountTypeGroup,nvarchar,508,0,0,0,1
dbo,UnitCountTypeGroup,Description,nvarchar,508,0,0,1,1
dbo,VarChartOC,VarChartOCID,int,4,10,0,0,0
dbo,VarChartOC,MeasurementSetID,int,4,10,0,0,0
dbo,VarChartOC,SPCChartControlLimitID,int,4,10,0,0,0
dbo,VarChartOC,SubgroupID,varchar,20,0,0,0,1
dbo,Variable,VariableID,int,4,10,0,0,0
dbo,Variable,VariableTypeID,int,4,10,0,0,0
dbo,Variable,ProductID,int,4,10,0,0,0
dbo,VariableType,VariableTypeID,int,4,10,0,0,0
dbo,VariableType,Name,nvarchar,508,0,0,0,1
dbo,VariableType,ProductTypeID,smallint,2,5,0,0,0
dbo,VariableType,Description,nvarchar,508,0,0,1,1
dbo,VariableType,IsUnilateral,tinyint,1,3,0,0,0
dbo,VariableType,VariableTypeCode,nvarchar,100,0,0,1,1
dbo,VariableType,IsProcessParameter,tinyint,1,3,0,0,0
dbo,VariableType,VariableTypeClassID,tinyint,1,3,0,0,0
dbo,VariableType,ImageURI,nvarchar,508,0,0,1,1
dbo,VariableTypeClass,VariableTypeClassID,tinyint,1,3,0,0,0
dbo,VariableTypeClass,VariableTypeClass,nvarchar,508,0,0,0,1
dbo,VariableTypeClass,Description,nvarchar,508,0,0,1,1
dbo,VariableTypeClass,Priority,tinyint,1,3,0,0,0
dbo,VariableTypeGroup,VariableTypeGroupID,smallint,2,5,0,0,0
dbo,VariableTypeGroup,Name,nvarchar,508,0,0,0,1
dbo,VariableTypeGroup,Description,nvarchar,508,0,0,1,1
dbo,VariableTypeGroup,VariableTypeGroupCode,nvarchar,100,0,0,1,1
dbo,VariableTypeGroup,IsSmartGroup,tinyint,1,3,0,0,0
dbo,VariableTypeGroup,SmartGroupPattern,nvarchar,508,0,0,1,1
dbo,VarMeasurement,VarMeasurementID,int,4,10,0,0,0
dbo,VarMeasurement,SpecID,int,4,10,0,0,0
dbo,VarMeasurement,MeasurementSetID,int,4,10,0,0,0
dbo,VarMeasurement,Measurement,float,8,53,0,1,0
dbo,VarMeasurement,Ignored,tinyint,1,3,0,0,0
dbo,VarMeasurement,VariableTypeID,int,4,10,0,0,0
dbo,VarMeasurement,ProductID,int,4,10,0,0,0
dbo,VarMeasurement,HeadNo,smallint,2,5,0,0,0
dbo,VarMeasurement,SampleNo,smallint,2,5,0,0,0
dbo,VarMeasurement,PositionNo,smallint,2,5,0,0,0
dbo,VarMeasurement,DT,datetime,8,23,3,0,0
dbo,VarMeasurement,RfIsOSID,tinyint,1,3,0,0,0
dbo,VarMeasurementP,VarMeasurementPID,int,4,10,0,0,0
dbo,VarMeasurementP,SpecID,int,4,10,0,1,0
dbo,VarMeasurementP,MeasurementSetPID,int,4,10,0,0,0
dbo,VarMeasurementP,Measurement,float,8,53,0,1,0
dbo,VarMeasurementP,Ignored,tinyint,1,3,0,0,0
dbo,VarMeasurementP,VariableTypeID,int,4,10,0,0,0
dbo,VarMeasurementP,ProductID,int,4,10,0,0,0
dbo,VarMeasurementP,HeadNo,smallint,2,5,0,0,0
dbo,VarMeasurementP,SampleNo,smallint,2,5,0,0,0
dbo,VarMeasurementP,PositionNo,smallint,2,5,0,0,0
dbo,VarMeasurementP,DT,datetime,8,23,3,0,0
dbo,VarMeasurementP,RfIsOSID,tinyint,1,3,0,0,0
dbo,Version,PlantDBVersion,nvarchar,100,0,0,0,1
dbo,Version,Comments,nvarchar,100,0,0,1,1
dbo,Version,ModifiedDT,datetime,8,23,3,0,0
dbo,WO,WOID,int,4,10,0,0,0
dbo,WO,WONumber,nvarchar,508,0,0,0,1
dbo,WO,RunNo,smallint,2,5,0,0,0
dbo,WO,PartID,int,4,10,0,0,0
dbo,WO,QuantityOrdered,float,8,53,0,0,0
dbo,WO,RfJobStatusID,tinyint,1,3,0,0,0
dbo,WO,DeadlineDT,datetime,8,23,3,0,0
dbo,WO,ActualStartDT,datetime,8,23,3,0,0
dbo,WO,ActualEndDT,datetime,8,23,3,0,0
dbo,WO,PlannedStartDT,datetime,8,23,3,0,0
dbo,WO,PlannedEndDT,datetime,8,23,3,0,0
dbo,WO,EstimatedStartDT,datetime,8,23,3,0,0
dbo,WO,EstimatedEndDT,datetime,8,23,3,0,0
dbo,WO,CustomerID,smallint,2,5,0,0,0
dbo,WO,IsDiscrete,tinyint,1,3,0,0,0
dbo,WO,Reference1,nvarchar,100,0,0,1,1
dbo,WO,Reference2,nvarchar,100,0,0,1,1
dbo,WO,Reference3,nvarchar,100,0,0,1,1
dbo,WO,Reference4,nvarchar,100,0,0,1,1
dbo,WO,Reference5,nvarchar,100,0,0,1,1
dbo,WO,WORefID,int,4,10,0,0,0
dbo,WO_,WOID,int,4,10,0,0,0
dbo,WO_,CustomerOrderNo,nvarchar,508,0,0,1,1
dbo,WO_,LabelsPerInventoryPack,smallint,2,5,0,1,0
dbo,WO_,ItemsPerInventoryPack,float,8,53,0,1,0
dbo,WO_,ItemsPerLayer,float,8,53,0,1,0
dbo,WO_,LayersPerInventoryPack,int,4,10,0,1,0
dbo,WO_,PackingCode,nvarchar,100,0,0,1,1
dbo,WO_,LabelTemplate,nvarchar,508,0,0,1,1
dbo,WO_,LabelColour,nvarchar,100,0,0,1,1
dbo,WO_,EANCode,char,25,0,0,1,1
dbo,WO_,CusStartNum,int,4,10,0,1,0
dbo,WO_,CusEndNum,int,4,10,0,1,0
dbo,WO_,CustomerPartNo,nvarchar,508,0,0,1,1
dbo,WO_,CustomerPartDescription,nvarchar,508,0,0,1,1
dbo,WO_,LabelText1,nvarchar,508,0,0,1,1
dbo,WO_,LabelText2,nvarchar,508,0,0,1,1
dbo,WO_,LabelText3,nvarchar,508,0,0,1,1
dbo,WO_,PrinterURL,nvarchar,2048,0,0,1,1
dbo,WO_,BOMVariantID,int,4,10,0,1,0
dbo,WO_custom,WOID,int,4,10,0,0,0
dbo,WO_custom,BaseWONumber,varchar,254,0,0,1,1
dbo,WO_custom,Txn_date,datetime,8,23,3,1,0
dbo,WO_custom,Wip_Entity_ID,int,4,10,0,1,0
dbo,WO_custom,Alternate_Bom,nvarchar,100,0,0,1,1
dbo,WO_custom,WO_Status,nvarchar,40,0,0,1,1
dbo,WO_custom,IsBtoCto,tinyint,1,3,0,0,0
dbo,WORef,WORefID,int,4,10,0,0,0
dbo,WORef,WOReference,nvarchar,508,0,0,0,1
dbo,WorkInstructionProcedure,WorkInstructionProcedureID,smallint,2,5,0,0,0
dbo,WorkInstructionProcedure,WorkInstructionProcedure,nvarchar,508,0,0,0,1
dbo,WorkInstructionProcedure,WorkInstructionRef,nvarchar,100,0,0,1,1
dbo,WorkInstructionProcedure,PartID,int,4,10,0,0,0
dbo,WorkInstructionProcedure,IsEdited,tinyint,1,3,0,0,0
dbo,WorkInstructionProcedure,FromDT,datetime,8,23,3,0,0
dbo,WorkInstructionProcedure,ToDT,datetime,8,23,3,0,0
dbo,WorkInstructionProcedure,RevisionNo,tinyint,1,3,0,0,0
dbo,WorkInstructionProcedure,LoginID,smallint,2,5,0,0,0
dbo,WorkInstructionProcedure,ModifiedDT,datetime,8,23,3,0,0
dbo,WorkInstructionResult,WorkInstructionResultID,int,4,10,0,0,0
dbo,WorkInstructionResult,WorkInstructionStepID,int,4,10,0,0,0
dbo,WorkInstructionResult,OperationID,int,4,10,0,0,0
dbo,WorkInstructionResult,DT,datetime,8,23,3,0,0
dbo,WorkInstructionResult,Comments,nvarchar,2048,0,0,1,1
dbo,WorkInstructionResult,LoginID,smallint,2,5,0,0,0
dbo,WorkInstructionStep,WorkInstructionStepID,int,4,10,0,0,0
dbo,WorkInstructionStep,WorkInstructionStep,nvarchar,508,0,0,0,1
dbo,WorkInstructionStep,WorkInstructionProcedureID,smallint,2,5,0,0,0
dbo,WorkInstructionStep,OperationTypeID,smallint,2,5,0,1,0
dbo,WorkInstructionStep,StepOrder,float,8,53,0,0,0
dbo,WorkInstructionStep,RfSpecialActionTypeID,int,4,10,0,0,0
dbo,WorkInstructionStep,AcquisitionVariantID,smallint,2,5,0,1,0
dbo,xxxHipotData,SERIAL_NUMBER,nvarchar,100,0,0,1,1
dbo,xxxHipotData,CONT_A,decimal,9,18,2,1,0
dbo,xxxHipotData,CONT_B,decimal,9,18,2,1,0
dbo,xxxHipotData,CONT_C,decimal,9,18,2,1,0
dbo,xxxHipotData,HIPOT,decimal,9,18,2,1,0
dbo,xxxHipotData,STATION,nvarchar,100,0,0,1,1
dbo,xxxHipotData,DATETIME,datetime,8,23,3,1,0
dbo,xxxHipotData,USERNAME,nvarchar,100,0,0,1,1
dbo,xxxHipotData,REMARKS,nvarchar,200,0,0,1,1
dbo,xxxHipotData_Buffer,SERIAL_NUMBER,nvarchar,100,0,0,1,1
dbo,xxxHipotData_Buffer,CONT_A,decimal,9,18,2,1,0
dbo,xxxHipotData_Buffer,CONT_B,decimal,9,18,2,1,0
dbo,xxxHipotData_Buffer,CONT_C,decimal,9,18,2,1,0
dbo,xxxHipotData_Buffer,HIPOT,decimal,9,18,2,1,0
dbo,xxxHipotData_Buffer,STATION,nvarchar,100,0,0,1,1
dbo,xxxHipotData_Buffer,DATETIME,datetime,8,23,3,1,0
dbo,xxxHipotData_Buffer,USERNAME,nvarchar,100,0,0,1,1
dbo,xxxHipotData_Buffer,REMARKS,nvarchar,200,0,0,1,1
dbo,xxxIPN,PartNumber,nvarchar,100,0,0,1,1
dbo,xxxIPN,IPN,nvarchar,500,0,0,1,1
